=== PlutoBrowser crash log ===
gamePath: unknown
[21:48:34 #1] PlutoBrowser boot (C port of CometBrowser)
[21:48:34 #2] constants: screen=400x240 chrome=24 contentY=24 contentH=216
[21:48:34 #3] [P02] util selftests begin
[21:48:34 #4] [P02] PASS mem.malloc
[21:48:34 #5] [P02] PASS mem.realloc_preserves
[21:48:34 #6] [P02] PASS mem.strdup
[21:48:34 #7] [P02] PASS mem.strndup
[21:48:34 #8] [P02] PASS mem.free_null
[21:48:34 #9] [P02] PASS strbuf.init
[21:48:34 #10] [P02] PASS strbuf.append_str
[21:48:34 #11] [P02] PASS strbuf.append_char
[21:48:34 #12] [P02] PASS strbuf.embedded_nul
[21:48:34 #13] [P02] PASS strbuf.clear_keeps_cap
[21:48:34 #14] [P02] PASS strbuf.printf
[21:48:34 #15] [P02] PASS strbuf.grow_500
[21:48:34 #16] [P02] PASS strbuf.detach
[21:48:34 #17] [P02] PASS strbuf.detach_resets
[21:48:34 #18] [P02] PASS strbuf.free_idempotent
[21:48:34 #19] [P02] PASS dynarray.init
[21:48:34 #20] [P02] PASS dynarray.push_100_grow
[21:48:34 #21] [P02] PASS dynarray.get_mid
[21:48:34 #22] [P02] PASS dynarray.last
[21:48:34 #23] [P02] PASS dynarray.pop
[21:48:34 #24] [P02] PASS dynarray.get_oob_null
[21:48:34 #25] [P02] PASS dynarray.free
[21:48:34 #26] [P02] PASS strmap.create
[21:48:34 #27] [P02] PASS strmap.put_get
[21:48:34 #28] [P02] PASS strmap.replace_value
[21:48:34 #29] [P02] PASS strmap.has_false
[21:48:34 #30] [P02] PASS strmap.get_missing_null
[21:48:34 #31] [P02] PASS strmap.200_keys_rehash
[21:48:34 #32] [P02] PASS strmap.get_after_rehash
[21:48:34 #33] [P02] PASS strmap.remove
[21:48:34 #34] [P02] PASS strmap.remove_twice_false
[21:48:34 #35] [P02] PASS strmap.survivor_intact
[21:48:34 #36] [P02] PASS strmap.foreach_null_fn_safe
[21:48:34 #37] [P02] PASS strmap.destroy
[21:48:34 #38] [P02] PASS lpat.trim_spaces
[21:48:34 #39] [P02] PASS lpat.trim_empty
[21:48:34 #40] [P02] PASS lpat.trim_only_spaces
[21:48:34 #41] [P02] PASS lpat.scheme_split
[21:48:34 #42] [P02] PASS lpat.scheme_no_match
[21:48:34 #43] [P02] PASS lpat.host_path_no_match_lua
[21:48:34 #44] [P02] PASS lpat.host_bare_no_match_lua
[21:48:34 #45] [P02] PASS lpat.host_reject_spaces
[21:48:34 #46] [P02] PASS lpat.host_trailing_qmark_lua
[21:48:34 #47] [P02] PASS lpat.attr_dquote_1
[21:48:34 #48] [P02] PASS lpat.attr_dquote_2
[21:48:34 #49] [P02] PASS lpat.attr_dquote_done
[21:48:34 #50] [P02] PASS lpat.attr_squote_1
[21:48:34 #51] [P02] PASS lpat.attr_squote_2
[21:48:34 #52] [P02] PASS lpat.attr_squote_done
[21:48:34 #53] [P02] PASS lpat.pathcmd_M
[21:48:34 #54] [P02] PASS lpat.pathcmd_L
[21:48:34 #55] [P02] PASS lpat.pathcmd_Z_empty_arg
[21:48:34 #56] [P02] PASS lpat.pathcmd_done
[21:48:34 #57] [P02] PASS lpat.entity_named_amp
[21:48:34 #58] [P02] PASS lpat.entity_named_lt
[21:48:34 #59] [P02] PASS lpat.entity_named_skips_dec
[21:48:34 #60] [P02] PASS lpat.entity_decimal
[21:48:34 #61] [P02] PASS lpat.entity_hex_lower_x
[21:48:34 #62] [P02] PASS lpat.entity_hex_upper_X
[21:48:34 #63] [P02] PASS lpat.entity_hex_done
[21:48:34 #64] [P02] PASS lpat.charset_utf8
[21:48:34 #65] [P02] PASS lpat.http_status
[21:48:34 #66] [P02] PASS lpat.meta_refresh_url_upper
[21:48:34 #67] [P02] PASS lpat.meta_refresh_frac
[21:48:34 #68] [P02] PASS lpat.viewbox_four_caps
[21:48:34 #69] [P02] PASS lpat.tag_div_attrs
[21:48:34 #70] [P02] PASS lpat.tag_br_selfclose
[21:48:34 #71] [P02] PASS lpat.tag_close_not_matched
[21:48:34 #72] [P02] PASS lpat.css_prop_lua_truth
[21:48:34 #73] [P02] PASS lpat.cookie_pair
[21:48:34 #74] [P02] PASS lpat.tokens_a
[21:48:34 #75] [P02] PASS lpat.tokens_bb
[21:48:34 #76] [P02] PASS lpat.tokens_ccc
[21:48:34 #77] [P02] PASS lpat.tokens_done
[21:48:34 #78] [P02] PASS lpat.lazy_dash
[21:48:34 #79] [P02] PASS lpat.greedy_star
[21:48:34 #80] [P02] PASS lpat.endpunct_true
[21:48:34 #81] [P02] PASS lpat.endpunct_false
[21:48:34 #82] [P02] PASS lpat.escape_dot
[21:48:34 #83] [P02] PASS lpat.escape_percent
[21:48:34 #84] [P02] PASS lpat.escape_dash_outside_set
[21:48:34 #85] [P02] PASS lpat.gsub_fn_hexdecode
[21:48:34 #86] [P02] PASS lpat.gsub_fn_encode
[21:48:34 #87] [P02] PASS lpat.find_init_offset
[21:48:34 #88] [P02] PASS lpat.find_plain
[21:48:34 #89] [P02] PASS lpat.find_plain_miss
[21:48:34 #90] [P02] PASS lpat.gsub_template_trim
[21:48:34 #91] [P02] PASS lpat.gsub_crlf
[21:48:34 #92] [P02] PASS lpat.gsub_count3
[21:48:34 #93] [P02] PASS lpat.gsub_empty_matches
[21:48:34 #94] [P02] PASS lpat.negclass_A
[21:48:34 #95] [P02] PASS lpat.negclass_done
[21:48:34 #96] [P02] PASS lpat.set_leading_bracket
[21:48:34 #97] [P02] PASS lpat.nul_subject_first
[21:48:34 #98] [P02] PASS lpat.nul_subject_second
[21:48:34 #99] [P02] PASS lpat.nul_subject_done
[21:48:34 #100] [P02] PASS lpat.position_capture
[21:48:34 #101] [P02] PASS lpat.balance
[21:48:34 #102] [P02] PASS lpat.frontier_THE
[21:48:34 #103] [P02] PASS lpat.frontier_quick
[21:48:34 #104] [P02] PASS lpat.frontier_fox
[21:48:34 #105] [P02] PASS lpat.frontier_done
[21:48:34 #106] [P02] PASS lpat.opt_without_u
[21:48:34 #107] [P02] PASS lpat.opt_with_u
[21:48:34 #108] [P02] PASS lpat.ip_anchor_ok
[21:48:34 #109] [P02] PASS lpat.ip_anchor_trailing_fail
[21:48:34 #110] ERROR: luapattern: malformed pattern (missing ])  ||  stack: src/util/luapattern.c:79
[21:48:34 #111] [P02] PASS lpat.malformed_set_err
[21:48:34 #112] [P02] PASS json.parse_fixture
[21:48:34 #113] [P02] PASS json.obj_string
[21:48:34 #114] [P02] PASS json.negative_int
[21:48:34 #115] [P02] PASS json.float
[21:48:34 #116] [P02] PASS json.exponent
[21:48:34 #117] [P02] PASS json.bool_true
[21:48:34 #118] [P02] PASS json.null_value
[21:48:34 #119] [P02] PASS json.absent_key
[21:48:34 #120] [P02] PASS json.arr_count
[21:48:34 #121] [P02] PASS json.arr_num
[21:48:34 #122] [P02] PASS json.arr_null_elem
[21:48:34 #123] [P02] PASS json.arr_nested_obj
[21:48:34 #124] [P02] PASS json.escapes_unicode_surrogate
[21:48:34 #125] [P02] PASS json.trailing_data_error
[21:48:34 #126] [P02] PASS json.bad_value_error
[21:48:34 #127] [P02] PASS json.unterminated_error
[21:48:34 #128] [P02] PASS json.roundtrip_parse
[21:48:34 #129] [P02] PASS json.roundtrip_stable
[21:48:34 #130] [P02] PASS json.roundtrip_arr_value
[21:48:34 #131] [P02] PASS json.roundtrip_nested_bool
[21:48:34 #132] [P02] PASS json.obj_set_replace
[21:48:34 #133] [P02] util selftests done: 128 passed, 0 failed
[21:48:34 #134] [P03] url selftests begin
[21:48:34 #135] [P03] PASS url.parse.empty
[21:48:34 #136] [P03] PASS url.parse.https_host
