=== PlutoBrowser crash log ===
gamePath: unknown
[18:56:14 #1] PlutoBrowser boot (C port of CometBrowser)
[18:56:14 #2] constants: screen=400x240 chrome=24 contentY=24 contentH=216
[18:56:14 #3] [P02] util selftests begin
[18:56:14 #4] [P02] PASS mem.malloc
[18:56:14 #5] [P02] PASS mem.realloc_preserves
[18:56:14 #6] [P02] PASS mem.strdup
[18:56:14 #7] [P02] PASS mem.strndup
[18:56:14 #8] [P02] PASS mem.free_null
[18:56:14 #9] [P02] PASS strbuf.init
[18:56:14 #10] [P02] PASS strbuf.append_str
[18:56:14 #11] [P02] PASS strbuf.append_char
[18:56:14 #12] [P02] PASS strbuf.embedded_nul
[18:56:14 #13] [P02] PASS strbuf.clear_keeps_cap
[18:56:14 #14] [P02] PASS strbuf.printf
[18:56:14 #15] [P02] PASS strbuf.grow_500
[18:56:14 #16] [P02] PASS strbuf.detach
[18:56:14 #17] [P02] PASS strbuf.detach_resets
[18:56:14 #18] [P02] PASS strbuf.free_idempotent
[18:56:14 #19] [P02] PASS dynarray.init
[18:56:14 #20] [P02] PASS dynarray.push_100_grow
[18:56:14 #21] [P02] PASS dynarray.get_mid
[18:56:14 #22] [P02] PASS dynarray.last
[18:56:14 #23] [P02] PASS dynarray.pop
[18:56:14 #24] [P02] PASS dynarray.get_oob_null
[18:56:14 #25] [P02] PASS dynarray.free
[18:56:14 #26] [P02] PASS strmap.create
[18:56:14 #27] [P02] PASS strmap.put_get
[18:56:14 #28] [P02] PASS strmap.replace_value
[18:56:14 #29] [P02] PASS strmap.has_false
[18:56:14 #30] [P02] PASS strmap.get_missing_null
[18:56:14 #31] [P02] PASS strmap.200_keys_rehash
[18:56:14 #32] [P02] PASS strmap.get_after_rehash
[18:56:14 #33] [P02] PASS strmap.remove
[18:56:14 #34] [P02] PASS strmap.remove_twice_false
[18:56:14 #35] [P02] PASS strmap.survivor_intact
[18:56:14 #36] [P02] PASS strmap.foreach_null_fn_safe
[18:56:14 #37] [P02] PASS strmap.destroy
[18:56:14 #38] [P02] PASS lpat.trim_spaces
[18:56:14 #39] [P02] PASS lpat.trim_empty
[18:56:14 #40] [P02] PASS lpat.trim_only_spaces
[18:56:14 #41] [P02] PASS lpat.scheme_split
[18:56:14 #42] [P02] PASS lpat.scheme_no_match
[18:56:14 #43] [P02] PASS lpat.host_path_no_match_lua
[18:56:14 #44] [P02] PASS lpat.host_bare_no_match_lua
[18:56:14 #45] [P02] PASS lpat.host_reject_spaces
[18:56:14 #46] [P02] PASS lpat.host_trailing_qmark_lua
[18:56:14 #47] [P02] PASS lpat.attr_dquote_1
[18:56:14 #48] [P02] PASS lpat.attr_dquote_2
[18:56:14 #49] [P02] PASS lpat.attr_dquote_done
[18:56:14 #50] [P02] PASS lpat.attr_squote_1
[18:56:14 #51] [P02] PASS lpat.attr_squote_2
[18:56:14 #52] [P02] PASS lpat.attr_squote_done
[18:56:14 #53] [P02] PASS lpat.pathcmd_M
[18:56:14 #54] [P02] PASS lpat.pathcmd_L
[18:56:14 #55] [P02] PASS lpat.pathcmd_Z_empty_arg
[18:56:14 #56] [P02] PASS lpat.pathcmd_done
[18:56:14 #57] [P02] PASS lpat.entity_named_amp
[18:56:14 #58] [P02] PASS lpat.entity_named_lt
[18:56:14 #59] [P02] PASS lpat.entity_named_skips_dec
[18:56:14 #60] [P02] PASS lpat.entity_decimal
[18:56:14 #61] [P02] PASS lpat.entity_hex_lower_x
[18:56:14 #62] [P02] PASS lpat.entity_hex_upper_X
[18:56:14 #63] [P02] PASS lpat.entity_hex_done
[18:56:14 #64] [P02] PASS lpat.charset_utf8
[18:56:14 #65] [P02] PASS lpat.http_status
[18:56:14 #66] [P02] PASS lpat.meta_refresh_url_upper
[18:56:14 #67] [P02] PASS lpat.meta_refresh_frac
[18:56:14 #68] [P02] PASS lpat.viewbox_four_caps
[18:56:14 #69] [P02] PASS lpat.tag_div_attrs
[18:56:14 #70] [P02] PASS lpat.tag_br_selfclose
[18:56:14 #71] [P02] PASS lpat.tag_close_not_matched
[18:56:14 #72] [P02] PASS lpat.css_prop_lua_truth
[18:56:14 #73] [P02] PASS lpat.cookie_pair
[18:56:14 #74] [P02] PASS lpat.tokens_a
[18:56:14 #75] [P02] PASS lpat.tokens_bb
[18:56:14 #76] [P02] PASS lpat.tokens_ccc
[18:56:14 #77] [P02] PASS lpat.tokens_done
[18:56:14 #78] [P02] PASS lpat.lazy_dash
[18:56:14 #79] [P02] PASS lpat.greedy_star
[18:56:14 #80] [P02] PASS lpat.endpunct_true
[18:56:14 #81] [P02] PASS lpat.endpunct_false
[18:56:14 #82] [P02] PASS lpat.escape_dot
[18:56:14 #83] [P02] PASS lpat.escape_percent
[18:56:14 #84] [P02] PASS lpat.escape_dash_outside_set
[18:56:14 #85] [P02] PASS lpat.gsub_fn_hexdecode
[18:56:14 #86] [P02] PASS lpat.gsub_fn_encode
[18:56:14 #87] [P02] PASS lpat.find_init_offset
[18:56:14 #88] [P02] PASS lpat.find_plain
[18:56:14 #89] [P02] PASS lpat.find_plain_miss
[18:56:14 #90] [P02] PASS lpat.gsub_template_trim
[18:56:14 #91] [P02] PASS lpat.gsub_crlf
[18:56:14 #92] [P02] PASS lpat.gsub_count3
[18:56:14 #93] [P02] PASS lpat.gsub_empty_matches
[18:56:14 #94] [P02] PASS lpat.negclass_A
[18:56:14 #95] [P02] PASS lpat.negclass_done
[18:56:14 #96] [P02] PASS lpat.set_leading_bracket
