=== PlutoBrowser crash log ===
gamePath: unknown
[12:34:50 #1] PlutoBrowser boot (C port of CometBrowser)
[12:34:50 #2] constants: screen=400x240 chrome=24 contentY=24 contentH=216
[12:34:50 #3] [P02] util selftests begin
[12:34:50 #4] [P02] PASS mem.malloc
[12:34:50 #5] [P02] PASS mem.realloc_preserves
[12:34:50 #6] [P02] PASS mem.strdup
[12:34:50 #7] [P02] PASS mem.strndup
[12:34:50 #8] [P02] PASS mem.free_null
[12:34:50 #9] [P02] PASS strbuf.init
[12:34:50 #10] [P02] PASS strbuf.append_str
[12:34:50 #11] [P02] PASS strbuf.append_char
[12:34:50 #12] [P02] PASS strbuf.embedded_nul
[12:34:50 #13] [P02] PASS strbuf.clear_keeps_cap
[12:34:50 #14] [P02] PASS strbuf.printf
[12:34:50 #15] [P02] PASS strbuf.grow_500
[12:34:50 #16] [P02] PASS strbuf.detach
[12:34:50 #17] [P02] PASS strbuf.detach_resets
[12:34:50 #18] [P02] PASS strbuf.free_idempotent
[12:34:50 #19] [P02] PASS dynarray.init
[12:34:50 #20] [P02] PASS dynarray.push_100_grow
[12:34:50 #21] [P02] PASS dynarray.get_mid
[12:34:50 #22] [P02] PASS dynarray.last
[12:34:50 #23] [P02] PASS dynarray.pop
[12:34:50 #24] [P02] PASS dynarray.get_oob_null
[12:34:50 #25] [P02] PASS dynarray.free
[12:34:50 #26] [P02] PASS strmap.create
[12:34:50 #27] [P02] PASS strmap.put_get
[12:34:50 #28] [P02] PASS strmap.replace_value
[12:34:50 #29] [P02] PASS strmap.has_false
[12:34:50 #30] [P02] PASS strmap.get_missing_null
[12:34:50 #31] [P02] PASS strmap.200_keys_rehash
[12:34:50 #32] [P02] PASS strmap.get_after_rehash
[12:34:50 #33] [P02] PASS strmap.remove
[12:34:50 #34] [P02] PASS strmap.remove_twice_false
[12:34:50 #35] [P02] PASS strmap.survivor_intact
[12:34:50 #36] [P02] PASS strmap.foreach_null_fn_safe
[12:34:50 #37] [P02] PASS strmap.destroy
[12:34:50 #38] [P02] PASS lpat.trim_spaces
[12:34:50 #39] [P02] PASS lpat.trim_empty
[12:34:50 #40] [P02] PASS lpat.trim_only_spaces
[12:34:50 #41] [P02] PASS lpat.scheme_split
[12:34:50 #42] [P02] PASS lpat.scheme_no_match
[12:34:50 #43] [P02] PASS lpat.host_path_no_match_lua
[12:34:50 #44] [P02] PASS lpat.host_bare_no_match_lua
[12:34:50 #45] [P02] PASS lpat.host_reject_spaces
[12:34:50 #46] [P02] PASS lpat.host_trailing_qmark_lua
[12:34:50 #47] [P02] PASS lpat.attr_dquote_1
[12:34:50 #48] [P02] PASS lpat.attr_dquote_2
[12:34:50 #49] [P02] PASS lpat.attr_dquote_done
[12:34:50 #50] [P02] PASS lpat.attr_squote_1
[12:34:50 #51] [P02] PASS lpat.attr_squote_2
[12:34:50 #52] [P02] PASS lpat.attr_squote_done
[12:34:50 #53] [P02] PASS lpat.pathcmd_M
[12:34:50 #54] [P02] PASS lpat.pathcmd_L
[12:34:50 #55] [P02] PASS lpat.pathcmd_Z_empty_arg
[12:34:50 #56] [P02] PASS lpat.pathcmd_done
[12:34:50 #57] [P02] PASS lpat.entity_named_amp
