=== PlutoBrowser crash log ===
gamePath: unknown
[13:47:10 #1] PlutoBrowser boot (C port of CometBrowser)
[13:47:10 #2] constants: screen=400x240 chrome=24 contentY=24 contentH=216
[13:47:10 #3] [P02] util selftests begin
[13:47:10 #4] [P02] PASS mem.malloc
[13:47:10 #5] [P02] PASS mem.realloc_preserves
[13:47:10 #6] [P02] PASS mem.strdup
[13:47:10 #7] [P02] PASS mem.strndup
[13:47:10 #8] [P02] PASS mem.free_null
[13:47:10 #9] [P02] PASS strbuf.init
[13:47:10 #10] [P02] PASS strbuf.append_str
[13:47:10 #11] [P02] PASS strbuf.append_char
[13:47:10 #12] [P02] PASS strbuf.embedded_nul
[13:47:10 #13] [P02] PASS strbuf.clear_keeps_cap
[13:47:10 #14] [P02] PASS strbuf.printf
[13:47:10 #15] [P02] PASS strbuf.grow_500
[13:47:10 #16] [P02] PASS strbuf.detach
[13:47:10 #17] [P02] PASS strbuf.detach_resets
[13:47:10 #18] [P02] PASS strbuf.free_idempotent
[13:47:10 #19] [P02] PASS dynarray.init
[13:47:10 #20] [P02] PASS dynarray.push_100_grow
[13:47:10 #21] [P02] PASS dynarray.get_mid
[13:47:10 #22] [P02] PASS dynarray.last
[13:47:10 #23] [P02] PASS dynarray.pop
[13:47:10 #24] [P02] PASS dynarray.get_oob_null
[13:47:10 #25] [P02] PASS dynarray.free
[13:47:10 #26] [P02] PASS strmap.create
[13:47:10 #27] [P02] PASS strmap.put_get
[13:47:10 #28] [P02] PASS strmap.replace_value
[13:47:10 #29] [P02] PASS strmap.has_false
[13:47:10 #30] [P02] PASS strmap.get_missing_null
[13:47:10 #31] [P02] PASS strmap.200_keys_rehash
[13:47:10 #32] [P02] PASS strmap.get_after_rehash
[13:47:10 #33] [P02] PASS strmap.remove
[13:47:10 #34] [P02] PASS strmap.remove_twice_false
[13:47:10 #35] [P02] PASS strmap.survivor_intact
[13:47:10 #36] [P02] PASS strmap.foreach_null_fn_safe
[13:47:10 #37] [P02] PASS strmap.destroy
[13:47:10 #38] [P02] PASS lpat.trim_spaces
[13:47:10 #39] [P02] PASS lpat.trim_empty
[13:47:10 #40] [P02] PASS lpat.trim_only_spaces
[13:47:10 #41] [P02] PASS lpat.scheme_split
[13:47:10 #42] [P02] PASS lpat.scheme_no_match
[13:47:10 #43] [P02] PASS lpat.host_path_no_match_lua
[13:47:10 #44] [P02] PASS lpat.host_bare_no_match_lua
[13:47:10 #45] [P02] PASS lpat.host_reject_spaces
[13:47:10 #46] [P02] PASS lpat.host_trailing_qmark_lua
[13:47:10 #47] [P02] PASS lpat.attr_dquote_1
[13:47:10 #48] [P02] PASS lpat.attr_dquote_2
[13:47:10 #49] [P02] PASS lpat.attr_dquote_done
[13:47:10 #50] [P02] PASS lpat.attr_squote_1
[13:47:10 #51] [P02] PASS lpat.attr_squote_2
[13:47:10 #52] [P02] PASS lpat.attr_squote_done
[13:47:10 #53] [P02] PASS lpat.pathcmd_M
[13:47:10 #54] [P02] PASS lpat.pathcmd_L
[13:47:10 #55] [P02] PASS lpat.pathcmd_Z_empty_arg
[13:47:10 #56] [P02] PASS lpat.pathcmd_done
[13:47:10 #57] [P02] PASS lpat.entity_named_amp
[13:47:10 #58] [P02] PASS lpat.entity_named_lt
[13:47:10 #59] [P02] PASS lpat.entity_named_skips_dec
[13:47:10 #60] [P02] PASS lpat.entity_decimal
[13:47:10 #61] [P02] PASS lpat.entity_hex_lower_x
[13:47:10 #62] [P02] PASS lpat.entity_hex_upper_X
[13:47:10 #63] [P02] PASS lpat.entity_hex_done
[13:47:10 #64] [P02] PASS lpat.charset_utf8
[13:47:10 #65] [P02] PASS lpat.http_status
[13:47:10 #66] [P02] PASS lpat.meta_refresh_url_upper
[13:47:10 #67] [P02] PASS lpat.meta_refresh_frac
[13:47:10 #68] [P02] PASS lpat.viewbox_four_caps
[13:47:10 #69] [P02] PASS lpat.tag_div_attrs
[13:47:10 #70] [P02] PASS lpat.tag_br_selfclose
[13:47:10 #71] [P02] PASS lpat.tag_close_not_matched
[13:47:10 #72] [P02] PASS lpat.css_prop_lua_truth
[13:47:10 #73] [P02] PASS lpat.cookie_pair
[13:47:10 #74] [P02] PASS lpat.tokens_a
[13:47:10 #75] [P02] PASS lpat.tokens_bb
[13:47:10 #76] [P02] PASS lpat.tokens_ccc
[13:47:10 #77] [P02] PASS lpat.tokens_done
[13:47:10 #78] [P02] PASS lpat.lazy_dash
[13:47:10 #79] [P02] PASS lpat.greedy_star
[13:47:10 #80] [P02] PASS lpat.endpunct_true
[13:47:10 #81] [P02] PASS lpat.endpunct_false
[13:47:10 #82] [P02] PASS lpat.escape_dot
[13:47:10 #83] [P02] PASS lpat.escape_percent
[13:47:10 #84] [P02] PASS lpat.escape_dash_outside_set
[13:47:10 #85] [P02] PASS lpat.gsub_fn_hexdecode
[13:47:10 #86] [P02] PASS lpat.gsub_fn_encode
[13:47:10 #87] [P02] PASS lpat.find_init_offset
[13:47:10 #88] [P02] PASS lpat.find_plain
[13:47:10 #89] [P02] PASS lpat.find_plain_miss
[13:47:10 #90] [P02] PASS lpat.gsub_template_trim
[13:47:10 #91] [P02] PASS lpat.gsub_crlf
[13:47:10 #92] [P02] PASS lpat.gsub_count3
[13:47:10 #93] [P02] PASS lpat.gsub_empty_matches
[13:47:10 #94] [P02] PASS lpat.negclass_A
[13:47:10 #95] [P02] PASS lpat.negclass_done
[13:47:10 #96] [P02] PASS lpat.set_leading_bracket
[13:47:10 #97] [P02] PASS lpat.nul_subject_first
[13:47:10 #98] [P02] PASS lpat.nul_subject_second
[13:47:10 #99] [P02] PASS lpat.nul_subject_done
[13:47:10 #100] [P02] PASS lpat.position_capture
[13:47:10 #101] [P02] PASS lpat.balance
[13:47:10 #102] [P02] PASS lpat.frontier_THE
[13:47:10 #103] [P02] PASS lpat.frontier_quick
[13:47:10 #104] [P02] PASS lpat.frontier_fox
[13:47:10 #105] [P02] PASS lpat.frontier_done
[13:47:10 #106] [P02] PASS lpat.opt_without_u
[13:47:10 #107] [P02] PASS lpat.opt_with_u
[13:47:10 #108] [P02] PASS lpat.ip_anchor_ok
[13:47:10 #109] [P02] PASS lpat.ip_anchor_trailing_fail
[13:47:10 #110] ERROR: luapattern: malformed pattern (missing ])  ||  stack: src/util/luapattern.c:79
[13:47:10 #111] [P02] PASS lpat.malformed_set_err
[13:47:10 #112] [P02] PASS json.parse_fixture
[13:47:10 #113] [P02] PASS json.obj_string
[13:47:10 #114] [P02] PASS json.negative_int
[13:47:10 #115] [P02] PASS json.float
[13:47:10 #116] [P02] PASS json.exponent
[13:47:10 #117] [P02] PASS json.bool_true
[13:47:10 #118] [P02] PASS json.null_value
[13:47:10 #119] [P02] PASS json.absent_key
[13:47:10 #120] [P02] PASS json.arr_count
[13:47:10 #121] [P02] PASS json.arr_num
[13:47:10 #122] [P02] PASS json.arr_null_elem
[13:47:10 #123] [P02] PASS json.arr_nested_obj
[13:47:10 #124] [P02] PASS json.escapes_unicode_surrogate
[13:47:10 #125] [P02] PASS json.trailing_data_error
[13:47:10 #126] [P02] PASS json.bad_value_error
[13:47:10 #127] [P02] PASS json.unterminated_error
[13:47:10 #128] [P02] PASS json.roundtrip_parse
[13:47:10 #129] [P02] PASS json.roundtrip_stable
[13:47:10 #130] [P02] PASS json.roundtrip_arr_value
[13:47:10 #131] [P02] PASS json.roundtrip_nested_bool
[13:47:10 #132] [P02] PASS json.obj_set_replace
[13:47:10 #133] [P02] util selftests done: 128 passed, 0 failed
[13:47:10 #134] [P03] url selftests begin
[13:47:10 #135] [P03] PASS url.parse.empty
[13:47:10 #136] [P03] PASS url.parse.https_host
[13:47:10 #137] [P03] PASS url.parse.full
[13:47:10 #138] [P03] PASS url.parse.no_scheme
[13:47:10 #139] [P03] PASS url.parse.empty_host
[13:47:10 #140] [P03] PASS url.parse.ftp_custom_port
[13:47:10 #141] [P03] PASS url.parse.userinfo_quirk
[13:47:10 #142] [P03] PASS url.parse.colon_empty_port
[13:47:10 #143] [P03] PASS url.parse.port_zero
[13:47:10 #144] [P03] PASS url.parse.spaces_trimmed
[13:47:10 #145] [P03] PASS url.parse.about_blank
[13:47:10 #146] [P03] PASS url.parse.about_home
[13:47:10 #147] [P03] PASS url.parse.case_fold
[13:47:10 #148] [P03] PASS url.parse.ip_host
[13:47:10 #149] [P03] PASS url.parse.raw_trimmed
[13:47:10 #150] [P03] PASS url.parse.junk_port_ignored
[13:47:10 #151] [P03] PASS enc.plain
[13:47:10 #152] [P03] PASS enc.specials
[13:47:10 #153] [P03] PASS enc.unreserved_kept
[13:47:10 #154] [P03] PASS enc.plus_encoded
[13:47:10 #155] [P03] PASS enc.utf8
[13:47:10 #156] [P03] PASS enc.percent_literal
[13:47:10 #157] [P03] PASS enc.newline_crlf
[13:47:10 #158] [P03] PASS enc.empty
[13:47:10 #159] [P03] PASS dec.plus_space
[13:47:10 #160] [P03] PASS dec.pct_utf8
[13:47:10 #161] [P03] PASS dec.mixed
[13:47:10 #162] [P03] PASS dec.invalid_pct_kept
[13:47:10 #163] [P03] PASS dec.truncated_pct_kept
[13:47:10 #164] [P03] PASS dec.empty
[13:47:10 #165] [P03] PASS url.roundtrip
[13:47:10 #166] [P03] PASS isq.null_false
[13:47:10 #167] [P03] PASS isq.empty_false
[13:47:10 #168] [P03] PASS isq.spaces_query
[13:47:10 #169] [P03] PASS isq.dot_url
[13:47:10 #170] [P03] PASS isq.bare_word_query
[13:47:10 #171] [P03] PASS isq.leading_dot_query
[13:47:10 #172] [P03] PASS isq.trailing_dot_query
[13:47:10 #173] [P03] PASS isq.ip_url
[13:47:10 #174] [P03] PASS isq.localhost_url
[13:47:10 #175] [P03] PASS isq.localhost_suffix_url
[13:47:10 #176] [P03] PASS isq.https_url
[13:47:10 #177] [P03] PASS isq.about_url
[13:47:10 #178] [P03] PASS isq.file_url
[13:47:10 #179] [P03] PASS isq.spaces_only_is_query
[13:47:10 #180] [P03] PASS isq.upper_scheme_via_dot_rule
[13:47:10 #181] [P03] PASS isq.trimmed_before_dot_rule
[13:47:10 #182] [P03] PASS unwrap.ddg_uddg
[13:47:10 #183] [P03] PASS unwrap.non_ddg_false
[13:47:10 #184] [P03] PASS wrap.missing_uddg_false
[13:47:10 #185] [P03] PASS resolve.same_dir
[13:47:10 #186] [P03] PASS resolve.subdir
